,Name,Star Rating,State,Date,Players,Matches
7696,Rhode Island Sept. RR,0,,09/28/1997,23,64
7697,Chedrac TT Center Fall Open,0,,09/27/1997,57,189
7698,Lake Havasu,0,,09/21/1997,70,290
7699,MDTTC September Open,0,,09/21/1997,43,127
7700,September Westfield Open,0,,09/21/1997,104,331
7701,South Bend Senoda Open,0,,09/20/1997,45,183
7702,"Louisana Open, America All-Sta",0,,09/14/1997,101,424
7703,Maryland Sept Circuit,0,,09/14/1997,38,143
7704,Pacific Coast Open,0,,09/07/1997,125,352
7705,Decatur Open,0,,09/06/1997,67,257
7706,SFFL Sept Player Series,0,,09/06/1997,23,107
7707,North American Championships,0,,08/31/1997,12,19
7708,Sam Lima Mem TTT,0,,08/31/1997,80,199
7709,Waterfront TT Labor Day Open,0,,08/31/1997,32,143
7710,1st New Jersey Jr. Championshi,0,,08/30/1997,36,64
7711,Bartlesville RR,0,,08/30/1997,26,99
7712,Houston August RR,0,,08/30/1997,26,111
7713,Summer Open,0,,08/30/1997,57,251
7714,Florida State Closed,0,,08/24/1997,116,328
7715,Southeast Invitational TT Reun,0,,08/23/1997,7,10
7716,Strike One August Open,0,,08/23/1997,22,64
7717,St. Louis Gateway Open,0,,08/17/1997,104,344
7718,Sun TV Open,0,,08/17/1997,209,1054
7719,Columbia August Giant RR,0,,08/17/1997,13,40
7720,Colorado Summer Open,0,,08/16/1997,46,125
7721,Maryland August Circuit,0,,08/10/1997,18,69
7722,1997 Junior Olympics,0,,08/09/1997,75,166
7723,1997 Jr. Nationals,0,,08/09/1997,76,193
7724,SFFL August Player Series,0,,08/09/1997,28,118
7725,Keystone State Games,0,,08/03/1997,62,308
7726,1997 Arizona Open Sizzler,0,,08/03/1997,69,293
7727,Dayton Lucky 44 RR Open,0,,08/02/1997,35,173
7728,Show-Me-State Games TTT (close,0,,07/27/1997,58,123
7729,South Bend Summer Open,0,,07/27/1997,83,282
7730,Rhode Island State Games,0,,07/26/1997,26,92
7731,1997 Random Ratings Rumble,0,,07/26/1997,20,100
7732,Houston July RR,0,,07/26/1997,44,172
7733,Washington State Open,0,,07/26/1997,86,199
7734,1997 AGBU,0,,07/20/1997,95,206
7735,Georgia Games,0,,07/20/1997,51,123
7736,Cornhusker State Games,0,,07/20/1997,22,46
7737,Maryland July Circuit,0,,07/13/1997,23,89
7738,1997 Waco Summer RR,0,,07/12/1997,48,214
7739,SFFL July Player Series,0,,07/12/1997,24,107
7740,U.S. Open,0,,07/06/1997,785,3258
7741,Maryland Closed Championships,0,,06/29/1997,31,102
7742,Rose City Open,0,,06/29/1997,45,209
7743,12th Annual Paul Carcraft Mem.,0,,06/28/1997,38,111
7744,1997 Music City Open,0,,06/28/1997,36,127
7745,Schaumburg RR Open,0,,06/28/1997,59,248
7746,State Games of NC,0,,06/28/1997,43,185
7747,California State Open,0,,06/22/1997,126,349
7748,MdTTC June Open,0,,06/22/1997,40,102
7749,Texas Open,0,,06/22/1997,111,412
7750,Strike One June Open,0,,06/21/1997,29,101
7751,Bartlesville Summer Open,0,,06/14/1997,29,116
7752,Boo's Bros. Sam's Open,0,,06/14/1997,17,118
7753,Sac-Rec Summer Open,0,,06/14/1997,74,247
7754,Meiklejohn Nat'l Seniors TTT,0,,06/08/1997,155,403
7755,Maryland June Circuit,0,,06/08/1997,27,109
7756,Central Texas RR,0,,06/07/1997,41,168
7757,Georgia State Qualifing AAU/Jr,0,,06/07/1997,24,55
7758,SFFL June Player Series,0,,06/07/1997,27,115
7759,High Desert Open,0,,06/01/1997,36,68
7760,Waltham May Open RR,0,,06/01/1997,36,120
7761,Waterfront TTC Summer Warm-up ,0,,06/01/1997,67,271
7762,Not Exactly Motor City Open,0,,06/01/1997,4,6
7763,Schaumburg Open,0,,05/31/1997,79,270
7764,23rd Annual Golden State Open,0,,05/25/1997,121,371
7765,MdTTC May Open,0,,05/25/1997,35,101
7766,South Bend Memorial Day Open,0,,05/25/1997,72,318
7767,Pocono Modified Giant RR,0,,05/25/1997,39,164
7768,1997 Florida Sunshine State Ga,0,,05/18/1997,70,246
7769,May Westfield Open,0,,05/18/1997,132,416
7770,Tucson Open,0,,05/18/1997,35,124
7771,Boo's Bros. Roy's Open,0,,05/17/1997,16,57
7772,Houston TTC May RR,0,,05/17/1997,33,144
7773,Rockford May Open,0,,05/17/1997,60,251
7774,San Diego Open,0,,05/11/1997,111,248
7775,Potomac Spring Open,0,,05/11/1997,77,246
7776,1997 Wichita River Festival TT,0,,05/10/1997,54,198
7777,Pensacola Open,0,,05/10/1997,20,55
7778,Maryland May Circuit,0,,05/04/1997,33,134
7779,Seattle Open,0,,05/04/1997,119,347
7780,AITTA League Singles,0,,05/03/1997,19,40
7781,CATTC Spring Open,0,,05/03/1997,36,125
7782,Cinco de Mayo RR,0,,05/03/1997,79,239
7783,First Annual Hugh Mason Open,0,,05/03/1997,24,86
7784,SFFL May Player Series,0,,05/03/1997,26,114
7785,Strike One May Open,0,,05/03/1997,23,76
7786,Sun City Seniors,0,,05/03/1997,44,71
7787,Ohio State Championships,0,,04/27/1997,72,307
7788,Thousand Oaks Classic,0,,04/27/1997,90,247
7789,Waltham April Open RR,0,,04/27/1997,36,137
7790,1997 Indiana State Closed,0,,04/27/1997,58,197
7791,St. Louis Spring Open,0,,04/26/1997,55,151
7792,Tri-City Spring RR,0,,04/26/1997,36,180
7793,ACUI International TTT Closed,0,,04/26/1997,62,209
7794,1997 Arizona Closed,0,,04/26/1997,64,303
7795,Greater Columbia April Invitat,0,,04/26/1997,12,34
7796,Houston TTC Two-Man Team Under,0,,04/26/1997,24,107
7797,'97 Penna State Closed,0,,04/25/1997,88,317
7798,City of Manhattan 2-Star TTT,0,,04/20/1997,54,282
7799,MdTTC April Open,0,,04/20/1997,50,156
7800,Rennselaer Open,0,,04/20/1997,67,213
7801,Westfield April Open,0,,04/20/1997,110,369
7802,1997 Millcreek Giant RR,0,,04/20/1997,46,181
7803,Alabama Closed,0,,04/19/1997,36,138
7804,Boo's Brothers Linda's Open,0,,04/19/1997,20,83
7805,Sacramento Spring Open,0,,04/19/1997,74,273
7806,Maryland April Circuit,0,,04/13/1997,36,168
7807,Spires Honda Lancaster RR Open,0,,04/13/1997,36,159
7808,Albuquerque Team Tournament,0,,04/12/1997,24,122
7809,Bluff City Team Championships,0,,04/12/1997,50,233
7810,1997 Michigan State Championsh,0,,04/06/1997,141,395
7811,1997 Rhode Island Open,0,,04/06/1997,58,120
7812,Loma Linda Open,0,,04/06/1997,85,156
7813,New Jersey Closed,0,,04/06/1997,74,190
7814,South Florida Spring Break Ope,0,,04/06/1997,102,383
7815,Chattanooga Open,0,,04/05/1997,59,231
7816,SFFL April Player Series,0,,04/05/1997,29,131
7817,Walt Stephens Memorial Open,0,,04/05/1997,55,211
7818,Waltham March Open,0,,03/30/1997,16,63
7819,Boo's Brothers Jorge's Open,0,,03/29/1997,29,106
7820,Colorado Spring Invitational,0,,03/29/1997,23,63
7821,Glen Park Open,0,,03/29/1997,63,162
7822,HTTC March RR,0,,03/29/1997,40,212
7823,Schaumburg 11th Anniversary Op,0,,03/29/1997,67,326
7824,Waterfront TTC Bill Sharpe Mem,0,,03/23/1997,77,317
7825,McAlester Open Team Championsh,0,,03/22/1997,36,142
7826,Sun TV Canton Open,0,,03/22/1997,75,242
7827,22nd Louisiana Open,0,,03/16/1997,116,536
7828,Hawthorne/Northrop Open,0,,03/16/1997,93,194
7829,NJTTC March Open,0,,03/16/1997,110,365
7830,South Bend Open,0,,03/16/1997,78,393
7831,1997 Ohio Team Championships,0,,03/09/1997,35,70
7832,3rd Annual Kentuckiana Open RR,0,,03/09/1997,57,191
7833,Maryland March Circuit,0,,03/09/1997,48,171
7834,Greater Columbia March Invitat,0,,03/09/1997,21,65
7835,Atlanta Giant RR,0,,03/08/1997,47,173
7836,Bartlesville Spring RR,0,,03/08/1997,31,97
7837,1997 US World Team Trials,0,,03/07/1997,17,40
7838,Arkansas Open,0,,03/02/1997,74,330
7839,Rochester Giant RR,0,,03/02/1997,82,514
7840,SFFL March Player Series,0,,03/01/1997,44,183
7841,1997 Arizona Open,0,,02/23/1997,95,389
7842,Berkeley Open,0,,02/23/1997,104,346
7843,February Westfield Open,0,,02/23/1997,110,333
7844,Sun T.V. Open,0,,02/23/1997,72,231
7845,Twin Cities Winter Open,0,,02/23/1997,72,182
7846,Waltham February Open RR,0,,02/23/1997,42,169
7847,HTTC February RR,0,,02/22/1997,39,199
7848,Huntsville Winter Open,0,,02/22/1997,34,95
7849,Irving Round Robin,0,,02/16/1997,40,136
7850,Clinton Winter Series,0,,02/15/1997,33,95
7851,'97 Vietnamese New Year Festiv,0,,02/09/1997,34,84
7852,Maryland Feb Circuit,0,,02/09/1997,39,136
7853,1997 Wichita RR,0,,02/08/1997,40,155
7854,Columbus RR Open,0,,02/08/1997,52,162
7855,Orlando Winter Open,0,,02/02/1997,105,319
7856,SFFL February Player Series,0,,02/01/1997,37,157
7857,Colorado Winter Open,0,,01/26/1997,32,96
7858,January Westfield Open,0,,01/26/1997,112,370
7859,Texas State TT Champs,0,,01/26/1997,69,242
7860,MATTC January Open,0,,01/25/1997,108,412
7861,Ralph Robinson Mem Tri-State O,0,,01/25/1997,39,100
7862,Sooner State Games Sports Fest,0,,01/25/1997,33,126
7863,Cleveland Winter Open,0,,01/19/1997,92,403
7864,Star of the North Winter Sport,0,,01/19/1997,55,210
7865,Columbia Closed,0,,01/19/1997,7,21
7866,Lincoln Open,0,,01/19/1997,51,161
7867,Waterfront TT Geo. Rocker Memo,0,,01/19/1997,79,267
7868,Sacramento Winter Open,0,,01/18/1997,86,304
7869,Maryland Jan Circuit,0,,01/12/1997,20,78
7870,Bay State Holiday Open,0,,01/11/1997,61,178
7871,Clinton Winter Series,0,,01/11/1997,30,96
7872,January RR,0,,01/11/1997,54,225
7873,Pensacola Open,0,,01/11/1997,30,79
7874,1997 Gilbert Cup,0,,01/05/1997,19,42
7875,SFFL January Player Series,0,,01/04/1997,28,160
7876,1996 U.S. Nationals,0,,12/22/1996,613,3084
7877,'96 New Haven Open,0,,12/15/1996,36,125
7878,Maryland Circuit,0,,12/15/1996,40,149
7879,Arizona Open Winter Warm-up,0,,12/08/1996,80,349
7880,Greater Columbia December Invi,0,,12/08/1996,17,53
7881,Atlanta Winter Open,0,,12/07/1996,60,228
7882,SFFL Dec. Player Series,0,,12/07/1996,38,140
7883,U.S. Open Team Championships,0,,12/01/1996,676,6218
7884,Loma Linda US Nationals Warm-u,0,,12/01/1996,122,276
7885,Potomac Fall Open,0,,11/24/1996,90,280
7886,1996Hofstra Open,0,,11/24/1996,47,155
7887,1996 MIT Open,0,,11/23/1996,47,113
7888,Colorado Invitational,0,,11/17/1996,35,130
7889,Dayton Open,0,,11/17/1996,79,358
7890,Harlingen Winter Open,0,,11/17/1996,35,148
7891,MATTC November Open,0,,11/17/1996,64,237
7892,NJTTC November Open,0,,11/17/1996,113,362
7893,Arkansas Closed Championships,0,,11/16/1996,47,179
7894,Atlanta Open Giant RR,0,,11/16/1996,52,204
7895,Bay State Under 2000 Open,0,,11/16/1996,50,148
7896,Boo's Brothers 96 Fall Fling N,0,,11/16/1996,24,112
7897,Fall Open TTT,0,,11/10/1996,56,202
7898,Minnesota Fall Classic Open,0,,11/10/1996,77,367
7899,NTTC November Open,0,,11/10/1996,74,204
7900,Pacific Rim Open,0,,11/10/1996,210,728
7901,St. Joseph Valley Open,0,,11/10/1996,93,365
7902,1996 Newgy Music City Open,0,,11/09/1996,43,142
7903,1996 Indy Fall Round Robin,0,,11/03/1996,36,163
7904,1996 Millcreek Open,0,,11/03/1996,90,453
7905,Maryland Circuit,0,,11/03/1996,25,66
7906,Pacific Coast Memorial Open,0,,11/03/1996,176,375
7907,Rhode Island Closed TT Champio,0,,11/03/1996,26,102
7908,SFFL Nov. Player Series,0,,11/02/1996,39,163
7909,St. Louis Fall Open,0,,11/02/1996,55,104
7910,1996 Oakbrook October Open,0,,10/27/1996,116,347
7911,1996 Tucson Invitational,0,,10/27/1996,64,229
7912,Southern Open,0,,10/27/1996,136,472
7913,Waltham October Open RR,0,,10/27/1996,21,73
7914,1996 Pocono Giant RR,0,,10/27/1996,47,194
7915,Boo's Brothers 96 Fall Fling,0,,10/26/1996,20,80
7916,NJTTC October Open,0,,10/20/1996,113,330
7917,Strike One October Open,0,,10/20/1996,23,73
7918,Genesee Valley Open,0,,10/19/1996,51,176
7919,Modesto TTC Annual TTT,0,,10/19/1996,30,98
7920,T-Tonics Classics Open,0,,10/19/1996,41,142
7921,Huntsman World Senior Games,0,,10/18/1996,110,283
7922,11th Annuan Bernard Hock Open,0,,10/13/1996,97,281
7923,Maryland Circuit,0,,10/13/1996,24,84
7924,Greater Columbia October Invit,0,,10/12/1996,16,59
7925,Tri-Cities Octoberfest RR,0,,10/12/1996,35,168
7926,MATTC October Open,0,,10/06/1996,61,208
7927,NTTC October Open,0,,10/06/1996,46,136
7928,Loma Linda Fall Open,0,,10/06/1996,95,200
7929,3rd Ann. 1996 Oded Amitz-Lev M,0,,10/05/1996,89,355
7930,Sac-Rec October Open RR,0,,10/05/1996,101,308
7931,SFFL Oct. Player Series,0,,10/05/1996,36,154
7932,Columbus Fall Open,0,,09/29/1996,50,191
7933,NJTTC September Open,0,,09/29/1996,106,338
7934,Waltham Sept Open RR,0,,09/29/1996,28,86
7935,Casper Open,0,,09/28/1996,31,117
7936,Lake Havasu Open TTT,0,,09/22/1996,74,302
7937,Louisiana Open,0,,09/22/1996,124,615
7938,HTTC Palama Closed,0,,09/22/1996,10,20
7939,1996 Greater Atlanta (Closed),0,,09/21/1996,44,156
7940,NTTC September Open,0,,09/15/1996,54,145
7941,Strike One Sept Open,0,,09/15/1996,14,38
7942,1996 Sears-Harvard Open,0,,09/08/1996,133,545
7943,Maryland Circuit,0,,09/08/1996,25,64
7944,1996 Decatur Open,0,,09/07/1996,70,221
7945,SFFL Sept. Player Series,0,,09/07/1996,31,145
7946,Sam Lima Memorial,0,,09/01/1996,112,292
7947,Colorado August Open,0,,08/31/1996,53,253
7948,Pensacola Open TTT,0,,08/31/1996,31,87
7949,Florida State Closed,0,,08/25/1996,105,332
7950,NTTC August Open,0,,08/25/1996,54,156
7951,Waterfront TT Pre-Labor Day Op,0,,08/25/1996,46,152
7952,Arkansas Open Team Championshi,0,,08/24/1996,26,72
7953,Portland State Open,0,,08/24/1996,68,258
7954,Schaumburg Sears 2-Men RR Tune,0,,08/24/1996,48,235
7955,1996 Sun TV Open,0,,08/18/1996,169,845
7956,Arizona Sizzle Open,0,,08/18/1996,71,213
7957,San Francisco Summer Open,0,,08/18/1996,96,238
7958,Houston Summer Open,0,,08/11/1996,61,291
7959,St. Louis Gateway Open,0,,08/11/1996,86,307
7960,Greater Columbia August Invita,0,,08/11/1996,14,40
7961,NETTA Club Championship,0,,08/11/1996,18,27
7962,Strike One Aug Open,0,,08/11/1996,33,84
7963,SFFL August Player Series,0,,08/10/1996,33,149
7964,1996 Jr. Nationals,0,,08/07/1996,66,147
7965,1996 Jr. Olympics,0,,08/07/1996,71,194
7966,PA State Keystone Games,0,,08/04/1996,58,330
7967,Eastern Open Championships,0,,08/04/1996,87,229
7968,Maryland Circuit,0,,08/04/1996,21,61
7969,Sacramento Summer Open,0,,08/03/1996,65,237
7970,Show-Me State Games,0,,07/28/1996,50,105
7971,Rhode Island State Games,0,,07/28/1996,23,70
7972,1996 Waco Summer RR,0,,07/27/1996,47,211
7973,Dayton Lucky 44 RR Open,0,,07/27/1996,35,137
7974,Schaumburg Open,0,,07/27/1996,98,289
7975,AGBU TTT,0,,07/22/1996,109,232
7976,Glen Park Open,0,,07/21/1996,59,213
7977,NTTC July Open,0,,07/21/1996,64,196
7978,1996 Mountlake Summer Open,0,,07/20/1996,44,107
7979,SFFL July Player Series,0,,07/20/1996,18,92
7980,Maryland Circuit,0,,07/14/1996,28,107
7981,1996 US Open,0,,07/07/1996,670,2996
7982,Champion Summer Open,0,,06/30/1996,91,246
7983,State Games of North Carolina ,0,,06/30/1996,33,133
7984,1996 Karl Szakaccs Mem. Open 2,0,,06/23/1996,26,68
7985,California State Open,0,,06/23/1996,139,384
7986,Minn Junior Fund Raiser Open,0,,06/23/1996,53,216
7987,NTTC June Open,0,,06/23/1996,91,273
7988,Rose City Open,0,,06/23/1996,69,251
7989,SE Texas Summer Open,0,,06/23/1996,53,220
7990,Palmetto Sports Festival,0,,06/22/1996,14,69
7991,Georgia Championships,0,,06/16/1996,29,71
7992,Maryland Circuit,0,,06/16/1996,33,94
7993,1996 Tucson Open TTT,0,,06/15/1996,42,151
7994,Bluff City Team Championships,0,,06/15/1996,39,168
7995,Meiklejohn National Seniors TT,0,,06/09/1996,132,361
7996,Waterfront TT Spring Open,0,,06/09/1996,54,159
7997,Alan's Open,0,,06/08/1996,22,114
7998,Strike One June Open,0,,06/02/1996,14,29
7999,Arkansas League Singles Champi,0,,06/01/1996,9,20
8000,Sac-Rec Spring Open,0,,06/01/1996,47,139
8001,Schaumburg Open,0,,06/01/1996,74,188
8002,SFFL June Player Series,0,,06/01/1996,20,109
8003,HTTC RR,0,,05/27/1996,65,315
8004,Golden State Open TTT,0,,05/26/1996,136,362
8005,Waltham May Open RR,0,,05/26/1996,24,93
8006,NJTTC May Open,0,,05/19/1996,112,327
8007,NTTC May Open,0,,05/19/1996,70,203
8008,11th Annual Paul Cracraft Memo,0,,05/18/1996,46,161
8009,Jim's Open,0,,05/18/1996,10,45
8010,Hall of Fame,0,,05/12/1996,43,243
8011,Mother's Day Open,0,,05/11/1996,49,193
8012,Sun City Senior Open,0,,05/11/1996,41,55
8013,1996 Seattle Open,0,,05/05/1996,114,358
8014,Hawthorne TTT,0,,05/05/1996,84,173
8015,Maryland Circuit,0,,05/05/1996,19,70
8016,Ohio Closed,0,,05/05/1996,81,272
8017,Texas Open,0,,05/05/1996,79,295
8018,1996 Polycystic Kidney Disease,0,,05/04/1996,37,123
8019,2nd Annual North American Chal,0,,05/04/1996,74,359
8020,Cinco de Mayo RR,0,,05/04/1996,77,235
8021,SFFL May Players Series,0,,05/04/1996,32,163
8022,Indiana State Closed,0,,04/28/1996,62,211
8023,Potomac Spring Open,0,,04/28/1996,88,273
8024,Thousand Oaks,0,,04/28/1996,102,274
8025,ACUI Int'l TTT,0,,04/27/1996,53,197
8026,Albuquerque Team Tournament,0,,04/27/1996,29,124
8027,New Jersey Closed,0,,04/27/1996,103,251
8028,Rochester Open,0,,04/27/1996,46,151
8029,St. Louis Spring Open,0,,04/27/1996,60,152
8030,'96 Penna State Championship C,0,,04/21/1996,98,382
8031,Arizona Closed,0,,04/21/1996,71,291
8032,Columbus April Warmup Tourname,0,,04/21/1996,69,244
8033,Glen Park Open,0,,04/21/1996,68,217
8034,Maryland Circuit,0,,04/21/1996,17,85
8035,Strike One April Open,0,,04/21/1996,23,66
8036,1996 Alabama Closed,0,,04/20/1996,33,112
8037,Greater Columbia April Invitat,0,,04/20/1996,14,47
8038,Oklahoma City Open,0,,04/20/1996,30,110
8039,STT 10th Anniversary Equality ,0,,04/20/1996,72,376
8040,Tri-City RR,0,,04/20/1996,29,122
8041,NTTC April Open,0,,04/14/1996,63,168
8042,1996 Michigan State Championsh,0,,04/14/1996,93,236
8043,NJTTC April Open,0,,04/14/1996,120,336
8044,Waltham April Open RR,0,,04/14/1996,31,122
8045,1996 Millcreek Giant RR,0,,04/14/1996,70,267
8046,Atlanta Spring Open,0,,04/13/1996,63,237
8047,Linda's Open,0,,04/13/1996,27,148
8048,First Annual US Youth Cup,0,,04/08/1996,56,426
8049,Mountlake Open TTT,0,,04/06/1996,66,168
8050,SFFL April Players Series,0,,04/06/1996,29,144
8051,1996 National Collegiate TT Te,0,,03/31/1996,50,150
8052,1996 Rhode Island Open,0,,03/31/1996,66,127
8053,Twin Cities Spring Open,0,,03/31/1996,90,308
8054,Waterfront TT Bill Sharpe Mem ,0,,03/31/1996,94,336
8055,Maryland Closed TT Championshi,0,,03/31/1996,21,57
8056,1996 McAlester Open Team Champ,0,,03/30/1996,40,140
8057,Colorado Spring Open,0,,03/30/1996,58,226
8058,New Hampshire RR Open,0,,03/24/1996,59,188
8059,1996 Kentuckiana Open RR,0,,03/24/1996,47,155
8060,Rialto Spring Open,0,,03/24/1996,110,227
8061,1996 Hutchinson March Open,0,,03/23/1996,34,100
8062,Shaumburg Open,0,,03/23/1996,65,305
8063,NTTC March Open,0,,03/17/1996,87,264
8064,Waltham March Open RR,0,,03/17/1996,17,76
8065,Pete's Open,0,,03/16/1996,40,216
8066,Miami Winter Open,0,,03/10/1996,80,322
8067,NJTTC March Open,0,,03/10/1996,97,287
8068,Clinton Winter Tournament,0,,03/09/1996,27,81
8069,Harlingen Spring Open RR,0,,03/09/1996,32,142
8070,Sacramento Winter Open,0,,03/09/1996,106,351
8071,Arkansas Open,0,,03/03/1996,88,424
8072,Bay State Night RR,0,,03/03/1996,48,171
8073,Lake Ontario Giant RR,0,,03/03/1996,70,462
8074,Maryland Circuit,0,,03/03/1996,51,198
8075,Fifth Annual Salina Open,0,,03/02/1996,56,167
8076,One Stop Southern Tour,0,,03/02/1996,37,117
8077,SFFL March Players Series,0,,03/02/1996,44,174
8078,3rd Annual Newark Sun TV Open,0,,02/25/1996,103,325
8079,Strike One President Open,0,,02/25/1996,27,77
8080,Presidents Open,0,,02/24/1996,86,314
8081,1996 US Olympic Trials,0,,02/23/1996,33,152
8082,1996 Huntsville Winter Open,0,,02/18/1996,22,86
8083,Arizona Open TTT,0,,02/18/1996,100,414
8084,NTTC Feb Open,0,,02/18/1996,91,274
8085,Waltham Feb RR,0,,02/18/1996,17,63
8086,'96 Irving RR,0,,02/18/1996,72,354
8087,Greater Columbia Feb Invitatio,0,,02/18/1996,12,34
8088,Berkeley TTC Chinese New Year ,0,,02/17/1996,81,255
8089,Grand Rapids Feb Open,0,,02/17/1996,45,171
8090,1996 Atlanta Cup TT Challenge,0,,02/11/1996,30,34
8091,1996 RPI Open,0,,02/11/1996,66,257
8092,MATTC February Open,0,,02/11/1996,87,311
8093,NJTTC February Open,0,,02/11/1996,83,258
8094,Clinton Winter Tournament,0,,02/10/1996,27,84
8095,Dayton Open,0,,02/10/1996,102,343
8096,SFFL Feb. Players Series,0,,02/10/1996,40,241
8097,Orlando Winter Open,0,,02/04/1996,75,211
8098,The New York Open,0,,01/28/1996,86,239
8099,Waltham January Open RR,0,,01/28/1996,26,96
8100,Waterfront TT George Rocker Me,0,,01/28/1996,61,241
8101,Colorado New Year Open,0,,01/27/1996,58,223
8102,Sooner Open (State Games),0,,01/27/1996,34,105
8103,San Diego TTA Winter Open,0,,01/21/1996,107,225
8104,Cleveland Sun TV Winter Open,0,,01/21/1996,100,378
8105,NJTTC January Open,0,,01/21/1996,113,306
8106,NTTC January Open,0,,01/21/1996,58,167
8107,Lincoln Open,0,,01/21/1996,32,112
8108,Bartlesville Winter Open,0,,01/20/1996,34,79
8109,1996 Star of the North State G,0,,01/14/1996,78,322
8110,Maryland Circuit,0,,01/07/1996,33,110
8111,St. Johns Country Dade Open,0,,01/06/1996,57,232
8112,Memphis Intl Team Tournament,0,,12/23/1995,15,38
8113,USATT National Championships,0,,12/18/1995,660,3386
8114,NJTTC December Open,0,,12/10/1995,76,215
8115,Greater Columbia Dec. Invitati,0,,12/10/1995,14,40
8116,Holiday Open,0,,12/10/1995,46,103
8117,1995 Hofstra Open,0,,12/04/1995,128,420
8118,Arizona Valley of the Sun Open,0,,12/03/1995,71,249
8119,Berkeley TTC Fall Tourn,0,,12/03/1995,91,292
8120,Atlanta Winter Open,0,,12/02/1995,37,132
8121,Oklahoma City Fall Open,0,,12/02/1995,29,104
8122,SFFL Player Series December Op,0,,12/02/1995,39,175
8123,US Open Team Championships,0,,11/26/1995,618,5506
8124,Rialto Open,0,,11/26/1995,77,166
8125,Potomac Fall Open,0,,11/19/1995,90,290
8126,Arkansas Closed St. Champ.,0,,11/18/1995,55,218
8127,Genesee Valley Open,0,,11/12/1995,57,219
8128,MATTC November Open,0,,11/12/1995,92,349
8129,NJTTC November Open,0,,11/12/1995,99,271
8130,1995 Atlanta Open Giant RR,0,,11/11/1995,26,66
8131,Glen Park Open,0,,11/11/1995,83,264
